Average_Rating,Brand,Date,Express,Get_It_BY,Link,Name,Price,Rating_count,Sale_price,Sponsered
3.6,GROIC,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/waist-twist-board-fitness-waist-twist-plate-body-sculpting-waist-twist-machine-turntable-aerobic-fitness-equipment-exercise-balance-board-abdominal-muscle-training-board-sports-equipment/ZD289F6BF478600EE2058Z/p/?o=zd289f6bf478600ee2058z-1,https://www.noon.com//uae-en/waist-twist-board-fitness-waist-twist-plate-body-sculpting-waist-twist-machine-turntable-aerobic-fitness-equipment-exercise-balance-board-abdominal-muscle-training-board-sports-equipment/ZD289F6BF478600EE2058Z/p/?o=e937a0f17e237c8e,https://www.noon.com//uae-en/waist-twist-board-fitness-waist-twist-plate-body-sculpting-waist-twist-machine-turntable-aerobic-fitness-equipment-exercise-balance-board-abdominal-muscle-training-board-sports-equipment/ZD289F6BF478600EE2058Z/p/?o=zd289f6bf478600ee2058z-1","GROIC Waist Twist Board, Fitness Waist Twist Plate, Body Sculpting Waist Twist Machine Turntable, Aerobic Fitness Equipment, Exercise Balance Board, Abdominal Muscle Training Board, Sports Equipment ",58.85,10, 200,
5.0,ZCM-HAPPY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/2-piece-set-of-yoga-props-bricks/ZFAEA6BA1519488AC1896Z/p/?o=zfaea6ba1519488ac1896z-1,ZCM-HAPPY 2 Piece Set Of Yoga Props Bricks ,25,1,,
4.6,Vitacelli,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/facial-neck-lifting-machine-white/Z240D8A40A030A377C5B9Z/p/?o=z240d8a40a030a377c5b9z-1,https://www.noon.com//uae-en/facial-neck-lifting-machine-white/Z240D8A40A030A377C5B9Z/p/?o=c62f8d268b72e39d,https://www.noon.com//uae-en/facial-neck-lifting-machine-white/Z240D8A40A030A377C5B9Z/p/?o=z240d8a40a030a377c5b9z-1",Vitacelli Facial Neck Lifting Machine White ,50,3, 85,
4.5,SkyLand,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/anti-skid-yoga-mat-6-mm-purple-61-x-13-x-13cm/N35881030A/p/?o=ae4242abc0c8718a,SkyLand Anti-Skid Yoga Mat 6 mm - Purple 61 X  13 X 13cm ,55,36, 69,
4.3,BODY,2024-10-10,,1 HR 23 MINS,https://www.noon.com//uae-en/anti-burst-gymball-30inch/N16241886A/p/?o=c0e12db586759f2b,BODY SCULPTURE Anti-Burst Gymball 30inch ,65.65,7, 95,
,DEGA,2024-10-10,,16 Oct,https://www.noon.com//uae-en/exercise-mat-folding-thick-with-carrying-handles-for-tumbling-mma-martial-arts-gymnastics-stretching-core-workouts/Z2729870AF94FBE55FDFDZ/p/?o=z2729870af94fbe55fdfdz-1,"DEGA Exercise Mat Folding Thick with Carrying Handles for Tumbling, MMA, Martial Arts, Gymnastics, Stretching, Core Workouts ",160,,,
5.0,TYCOM,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/tycom-resistance-loop-bands-resistance-exercise-bands-set-workout-bands-flex-bands-for-home-fitness-stretching-strength-training-physical-therapy-yoga/ZE5D7520215AA49D4ED49Z/p/?o=ze5d7520215aa49d4ed49z-1,"TYCOM Tycom Resistance Loop Bands- Resistance Exercise Bands Set Workout Bands Flex bands for Home Fitness, Stretching, Strength Training, Physical Therapy, Yoga ",28.90,1, 49,Y
,MELA,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-beige/ZECB29782C8C4BD506B8EZ/p/?o=zecb29782c8c4bd506b8ez-1,"MELA MELA Non-Slip Yoga Mat for Home Gym - 6mm Thick, Eco-Friendly TPE, Cushioned Exercise Mat with Carry Strap - Perfect for Yoga, Pilates, Fitness Training, & Gymnastics Essentials  - Beige ",79,, 119,Y
,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/5-pieces-sports-wicking-instant-dry-cooling-towel/ZD47F076F0E799BD13A58Z/p/?o=zd47f076f0e799bd13a58z-1,Generic 5 Pieces Sports Wicking Instant Dry Cooling Towel ,30.50,, 59.95,Y
,DOOAIR,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/extra-thick-yoga-mat-purple-1cm/Z2B98E07D20A7B101ACD4Z/p/?o=z2b98e07d20a7b101acd4z-1,DOOAIR Extra Thick Yoga Mat Purple 1CM ,30,, 80,
,Tchibo,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-balance-pad-blue/Z6D02C944FF98B1862843Z/p/?o=z6d02c944ff98b1862843z-1,"Tchibo Yoga Balance Pad, Blue ",62.95,,,
5.0,Maston,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-pilates-ring-fitness-magic-circle-wrap-slimming-body-building-fitness-accessories-foamroller/Z532ED4BF3B873929AEF6Z/p/?o=z532ed4bf3b873929aef6z-1,Maston Yoga Pilates Ring Fitness Magic Circle Wrap Slimming Body Building Fitness Accessories foamroller ,35,1, 39,Y
5.0,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/extra-thick-high-density-anti-tear-exercise-yoga-mat/Z6AA422C01041A12BF086Z/p/?o=z6aa422c01041a12bf086z-1,Generic Extra Thick High Density Anti-Tear Exercise Yoga Mat ,29,2, 648,Y
3.1,MahMir,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=z1ffba90cf03b4e1cdf5cz-1,"MahMir Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Light Blue) ",29.95,3,,Y
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/3-piece-brand-logo-stretch-brand-blue/Z229A3BBBDD746BBBB4B7Z/p/?o=z229a3bbbdd746bbbb4b7z-1,"umbro 3 Piece Brand Logo Stretch Brand, Blue ",63.95,,,
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/3-pieces-resistance-band-black-red-blue/Z3F006A9B6730B4C0EC48Z/p/?o=z3f006a9b6730b4c0ec48z-1,"umbro 3 Pieces Resistance Band, Black/Red/Blue ",50.95,,,
,BORTONY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mat-anti-tear-exercise-mat-with-carrying-strap-60x10cm/ZBB204679EDE24F078737Z/p/?o=zbb204679ede24f078737z-1,BORTONY Yoga Mat Anti-Tear Exercise Mat With Carrying Strap 60x10cm ,32,,,
,Toesox,2024-10-10,,16 Oct,https://www.noon.com//uae-en/ballerina-half-toe-socks/N16573470V/p/?o=b4fe5e72003a898b,Toesox Ballerina Half Toe Socks ,94.50,,,
,OASIS-TH,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/pilates-pose-yoga-mat-large-size-173-x-61-x-0-6-cm-fitness-yoga-mat/Z81B74583AAC3F321A3C4Z/p/?o=z81b74583aac3f321a3c4z-1,OASIS-TH Pilates pose Yoga mat Large size 173 x 61 x 0.6 cm Fitness Yoga Mat ,49,, 99,
3.8,NNEWVANTE,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1,"NNEWVANTE Nnewvante Silk Sleep Mask, 2 Pack 100% Real Natural Pure Silk Eye Mask with Adjustable Strap, Eye Mask for Sleeping, Eye Sleep Shade Cover, Blocks Light Reduces Puffy Eyes Gifts ",23.95,3, 35.95,Y
,LYNLYN,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/1-5m-resistance-bands-for-yoga-pilates-strength-training-elastic-bands-for-flexibility-rehab-fitness-ideal-for-men-women-purple/ZC9120F5FA66B652CD3C3Z/p/?o=zc9120f5fa66b652cd3c3z-1,"LYNLYN 1.5m Resistance Bands for Yoga, Pilates, Strength Training, Elastic Bands for Flexibility, Rehab, Fitness, Ideal for Men & Women (Purple) ",29.90,, 79,Y
,BORTONY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/everyday-essentials-extra-thick-high-density-anti-tear-exercise-yoga-mat-with-carrying-strap/ZFC6410827ACE4503A666Z/p/?o=zfc6410827ace4503a666z-1,BORTONY Everyday Essentials Extra Thick High-Density Anti-Tear Exercise Yoga Mat with Carrying Strap ,45,,,
,Gymnic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/adjustable-exercise-bowls-set-of-2-yellow/Z65BFF2835F8D2FCF56D2Z/p/?o=z65bff2835f8d2fcf56d2z-1,"Gymnic Adjustable Exercise Bowls Set Of 2, Yellow ",163.95,,,
,GROIC,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mat-extra-wide-72-x-31-5-x-0-24-pilates-fitness-mats-with-alignment-marks-non-slip-fitness-yoga-mats-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/Z3F95B162CE89D5F0E378Z/p/?o=z3f95b162ce89d5f0e378z-1,"GROIC Yoga Mat, Extra Wide 72""x 31.5"" x 0.24"" Pilates Fitness Mats with Alignment Marks, Non Slip Fitness Yoga Mats, Exercise Mats for Yoga Pilates Home Floor Workout with Carrying Sling and Storage Bag ",125.95,, 250,
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/double-roller-abdominal-trainer-black-blue/Z9C4741B85A4D159E2429Z/p/?o=z9c4741b85a4d159e2429z-1,"umbro Double Roller Abdominal Trainer, Black/Blue ",75.95,,,
,FFA,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/ffa-sports-extra-10mm-thick-exercise-mat-non-slip-with-carrying-strap-ideal-for-pilates-yoga-and-many-other-home-workouts/ZB3373C7D747DB8D40E45Z/p/?o=zb3373c7d747db8d40e45z-1,"FFA SPORTS Fitness for All FFA SPORTS Extra 10mm Thick Exercise Mat Non Slip with Carrying Strap Ideal for Pilates, Yoga and Many Other Home Workouts ",44,, 50,
,FFA,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/ffa-sports-extra-10mm-thick-exercise-mat-non-slip-with-carrying-strap-ideal-for-pilates-yoga-and-many-other-home-workouts/ZBB78D5C43CF34B9706F2Z/p/?o=zbb78d5c43cf34b9706f2z-1,"FFA SPORTS Fitness for All FFA SPORTS Extra 10mm Thick Exercise Mat Non Slip with Carrying Strap Ideal for Pilates, Yoga and Many Other Home Workouts ",44,, 50,
,FFA,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/ffa-sports-extra-10mm-thick-exercise-mat-non-slip-with-carrying-strap-ideal-for-pilates-yoga-and-many-other-home-workouts/ZE866BF268E3D5CBB064AZ/p/?o=ze866bf268e3d5cbb064az-1,"FFA SPORTS Fitness for All FFA SPORTS Extra 10mm Thick Exercise Mat Non Slip with Carrying Strap Ideal for Pilates, Yoga and Many Other Home Workouts ",44,, 50,
4.8,Bernessi,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1,"Bernessi 8MM Yoga Mat with Carrying Strap Anti-Slip for Home Workout Exercises Meditation Eco Friendly, Non Skid TPE Yoga Mattres for Pilates 183x61x0.8cm Thick, Pink/Black Color ",69.90,51, 165,Y
,URbazaar,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1,"URbazaar Yoga Mat for Women and Men, Extra Long and Wide Exercise Mat(72""x24""), Large Non Slip Workout Mat for Yoga, Pilates, Fitness, Barefoot Workouts, Home Gym Studio ",59.90,, 69.90,Y
4.6,ORiTi,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/stretch-strap-with-exercise-guide-versatile-multi-loop-perfect-for-yoga-pilates-and-physical-therapy-portable-helps-improve-flexibility/Z184FBC1B30D0C5DACA2DZ/p/?o=z184fbc1b30d0c5daca2dz-1,ORiTi Stretch Strap with Exercise Guide Versatile Multi-Loop Perfect for Yoga Pilates and Physical Therapy Portable Helps Improve Flexibility ,28,2, 29,Y
,Tchibo,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/football-rebound-trainer-black/Z055697FFBD6F8A9237C0Z/p/?o=z055697ffbd6f8a9237c0z-1,"Tchibo Football Rebound Trainer, Black ",55.95,,,
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/strength-training-kettlebell-grey/Z7CC6351C86B242D75531Z/p/?o=z7cc6351c86b242d75531z-1,"umbro Strength Training Kettlebell , Grey ",70.95,,,
,Generic,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/non-slip-exercise-mat-for-jump-rope-shock-absorbing-design-for-adults-kids-ideal-for-indoor-workouts-yoga-pilates-and-travel-fitness/ZC6BFF033EC93ADCD2ECBZ/p/?o=zc6bff033ec93adcd2ecbz-1,"Generic Non-Slip Exercise Mat for Jump Rope, Shock Absorbing Design for Adults & Kids, Ideal for Indoor Workouts, Yoga, Pilates, and Travel Fitness ",84.85,,,
,Motiv,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/running-waist-pack-12-h-x-21-l-x-2-w-cm-black-pink/Z08CC868A87DC2A448270Z/p/?o=z08cc868a87dc2a448270z-1,"Motiv Running Waist Pack 12 H x 21 L x 2 W cm, Black/Pink ",45.95,,,
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/strength-training-2-kg-kettlebells-weightlifting-grey/Z3B74851583CB5628BF06Z/p/?o=z3b74851583cb5628bf06z-1,"umbro Strength Training 2 Kg Kettlebells Weightlifting, Grey ",63.95,,,
,Motiv,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/comfort-foam-fitness-mat-10-mm-yellow/Z3F131BD7D1931FE08CBEZ/p/?o=z3f131bd7d1931fe08cbez-1,"Motiv Comfort Foam Fitness Mat 10 mm, Yellow ",88.95,,,
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/2-pieces-balance-pods-16-x-8-cm-blue/Z71E7B609BF572EE7A4D7Z/p/?o=z71e7b609bf572ee7a4d7z-1,"umbro 2 Pieces Balance Pods 16 x 8 cm, Blue ",63.95,,,
,TapouT,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/3-pc-resistance-toning-set-red/Z5E1196DC5373BD85B2DEZ/p/?o=z5e1196dc5373bd85b2dez-1,"TapouT 3 Pc Resistance Toning Set, Red ",58.95,,,
,RBX,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/12mm-exercise-mat-pink/ZAA7CE6B09A4480B92A46Z/p/?o=zaa7ce6b09a4480b92a46z-1,"RBX 12mm Exercise Mat, Pink ",88.95,,,
,BORTONY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/anti-tear-exercise-mat-with-carrying-strap/ZEDB887ED57E02F48D25AZ/p/?o=zedb887ed57e02f48d25az-1,BORTONY Anti-Tear Exercise Mat With Carrying Strap ,38,,,
,Tchibo,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/set-of-3-training-bands-grey-and-white-and-green/ZB3F9CAD75272E863E1E6Z/p/?o=zb3f9cad75272e863e1e6z-1,"Tchibo Set Of 3 Training Bands, Grey and White and Green ",55.95,,,
,Generic,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/non-slip-exercise-mat-for-jump-rope-shock-absorbing-design-for-adults-kids-ideal-for-indoor-workouts-yoga-pilates-and-travel-fitness/Z99A62111AB6E6C33B782Z/p/?o=z99a62111ab6e6c33b782z-1,"Generic Non-Slip Exercise Mat for Jump Rope, Shock Absorbing Design for Adults & Kids, Ideal for Indoor Workouts, Yoga, Pilates, and Travel Fitness ",84.85,,,
,Generic,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/non-slip-exercise-mat-for-jump-rope-shock-absorbing-design-for-adults-kids-ideal-for-indoor-workouts-yoga-pilates-and-travel-fitness/ZC7F6839EE72D4B0A3AB0Z/p/?o=zc7f6839ee72d4b0a3ab0z-1,"Generic Non-Slip Exercise Mat for Jump Rope, Shock Absorbing Design for Adults & Kids, Ideal for Indoor Workouts, Yoga, Pilates, and Travel Fitness ",84.95,,,
,BORTONY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/everyday-essentials-extra-thick-high-density-anti-tear-exercise-yoga-mat-with-carrying-strap/Z40F9C994F5AADB3D6671Z/p/?o=z40f9c994f5aadb3d6671z-1,BORTONY Everyday Essentials Extra Thick High-Density Anti-Tear Exercise Yoga Mat with Carrying Strap ,42,,,
,Motiv,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/comfort-foam-fitness-mat-170-l-x-59-w-cm-black/ZAE4BC855B8B9EBC14831Z/p/?o=zae4bc855b8b9ebc14831z-1,"Motiv Comfort Foam Fitness Mat 170 L x 59 W cm, Black ",88.95,,,
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/arm-and-leg-trainer-36-x-13-cm-blue/Z40B4FC1E19D8E4F382BCZ/p/?o=z40b4fc1e19d8e4f382bcz-1,"umbro Arm And Leg Trainer 36 x 13 cm, Blue ",45.95,,,
,TapouT,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/venum-impact-boxing-gloves-black/ZCAE4D0DD9CA9EFC02FF4Z/p/?o=zcae4d0dd9ca9efc02ff4z-1,"TapouT Venum Impact Boxing Gloves, Black ",170.95,,,
,Generic,2024-10-10,,,https://www.noon.com//uae-en/adjustable-anti-gravity-home-aerial-yoga-hammock-swing-trapeze-inversion-tool-250-150cm/N42326497A/p/?o=bb0af8063147934d,Generic Adjustable Anti-Gravity Home Aerial Yoga Hammock Swing Trapeze Inversion Tool 250*150cm ,177.05,, 520,Y
,WENBO,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/balance-trainer-with-resistance-bands-balance-board-yoga-half-ball-air-dome-balance-ball-with-pump-improve-core-and-ab-strength-with-full-body-home-gym-workouts-or-fitness-training/Z8E11327164B07C1284D1Z/p/?o=z8e11327164b07c1284d1z-1,"WENBO Balance Trainer with Resistance Bands, Balance Board, Yoga Half Ball, Air Dome Balance Ball with Pump,Improve Core and Ab Strength with Full Body Home Gym Workouts Or Fitness Training ",168.55,, 199,Y
,WENBO,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/foam-yoga-roller-for-body-muscle-relaxation-soft-box-pilates-home-gym-workout-45cm-blue/ZA28B493438BC447D6F73Z/p/?o=za28b493438bc447d6f73z-1,"WENBO Foam Yoga Roller For Body Muscle Relaxation Soft Box Pilates Home Gym Workout (45cm, Blue) ",42,, 48,Y
,Tchibo,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/fitness-resistance-band-teal-green/Z8CBED625920A76C52090Z/p/?o=z8cbed625920a76c52090z-1,"Tchibo Fitness Resistance Band, Teal Green ",47.95,,,
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/2-kilogram-dumb-bell-red/Z132A2FBEA02A25168C02Z/p/?o=z132a2fbea02a25168c02z-1,"umbro 2 Kilogram Dumb Bell , Red ",70.95,,,
,GROIC,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mat-extra-wide-72-8-x-31-5-x-0-24-pilates-fitness-mats-with-alignment-marks-non-slip-fitness-yoga-mats-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/Z40452B9643F74713516FZ/p/?o=z40452b9643f74713516fz-1,"GROIC Yoga Mat, Extra Wide 72.8""x 31.5"" x 0.24"" Pilates Fitness Mats with Alignment Marks, Non Slip Fitness Yoga Mats, Exercise Mats for Yoga Pilates Home Floor Workout with Carrying Sling and Storage Bag ",120.95,, 250,
,General,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/multifunctional-home-chest-muscle-shaping-belt-fitness-belt-exercise-belt-resistance-arm-pull-belt-pedal/Z411BAEF032C36BD500C8Z/p/?o=z411baef032c36bd500c8z-1,General Multifunctional home chest muscle shaping belt fitness belt exercise belt resistance arm pull belt pedal ,82.25,,,
,Gaiam,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/tpe-yoga-mat-printed-blush-6mm/ZF4B0CB30B8A68912AB54Z/p/?o=zf4b0cb30b8a68912ab54z-1,Gaiam TPE YOGA MAT PRINTED BLUSH 6MM ,224.90,,,
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/2-pieces-push-up-bar-assorted/ZB664012A0EC2CA3CCD24Z/p/?o=zb664012a0ec2ca3ccd24z-1,"umbro 2 Pieces Push Up Bar, Assorted ",50.95,,,
,umbro,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/pilates-rowing-exerciser-28-x-43-cm-blue/Z718CFEC937114515696FZ/p/?o=z718cfec937114515696fz-1,"umbro Pilates Rowing Exerciser 28 x 43 cm, Blue ",45.95,,,
,Reebok,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/rswt-160675-dumbbell-1kg-black/Z93894F07ADF3FBEAF5FAZ/p/?o=z93894f07adf3fbeaf5faz-1,"Reebok Rswt,160675 Dumbbell 1kg, Black ",50.95,,,
4.1,MahMir,2024-10-10,,1 HR 23 MINS,https://www.noon.com//uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink/Z30868C98E61D2ABA2621Z/p/?o=f86054bcf9ab9e2f,"MahMir Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Pink) ",29.95,8,,
4.4,SAPU,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/8-sections-pulling-yoga-band-85x4cm/N38925315A/p/?o=a250e52db860e9ba,SAPU 8-Sections Pulling Yoga Band 85x4cm ,29.65,12,,
,BLOOMING,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/5-piece-fitness-yoga-mat-set-home-exercise-and-fitness-use-purple/ZA5E1BC7B9B0386840FA0Z/p/?o=za5e1bc7b9b0386840fa0z-1,"BLOOMING TIME 5 Piece Fitness Yoga Mat Set, Home Exercise And Fitness Use, Purple ",43.55,, 80,
,GROIC,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/elastic-yoga-stretching-strap-53-15-inch-adjustable-11-loop-stretch-strap-training-dance-stretch-band-for-leg-pilates-gymnastics-home-exercise-workout-equipment-adult-children/Z9121634503782779F2E2Z/p/?o=z9121634503782779f2e2z-1,GROIC Elastic Yoga Stretching Strap 53.15 Inch Adjustable 11 Loop Stretch Strap Training Dance Stretch Band for Leg Pilates Gymnastics Home Exercise Workout Equipment Adult Children ,48.95,, 200,
5.0,SYOSI,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/3-pairs-of-running-yoga-non-slip-shoes-and-socks-women-s-five-finger-running-socks-with-grip/Z5E1251571777B6F478EFZ/p/?o=z5e1251571777b6f478efz-1,SYOSI 3 Pairs Of Running Yoga Non-Slip Shoes And Socks Women'S Five-Finger Running Socks With Grip ,52.05,1, 63.45,
,SYOSI,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/2-pack-yoga-socks-women-s-pilates-socks-non-slip-anti-skid-sticky-pure-barre-ballet-dance-socks-with-grips-barefoot-workout-fitness-dancer/Z19D4E415C82774F83C76Z/p/?o=z19d4e415c82774f83c76z-1,SYOSI 2 Pack Yoga Socks Women's Pilates Socks Non Slip Anti Skid Sticky Pure Barre Ballet Dance Socks with Grips Barefoot Workout Fitness Dancer ,52.45,, 61.70,
3.6,body,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/yoga-ball-with-air-pump-65-cm-65cm/N16529618A/p/?o=d6608429a90a4d6e,https://www.noon.com//uae-en/yoga-ball-with-air-pump-65-cm-65cm/N16529618A/p/?o=f9b7a9fc715591bb,https://www.noon.com//uae-en/yoga-ball-with-air-pump-65-cm-65cm/N16529618A/p/?o=d6608429a90a4d6e",body heart Yoga Ball With Air Pump - 65 cm 65cm ,31.60,9, 40.55,
3.7,QiaoKai,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/pilates-and-yoga-rubber-resistance-band/N15686964A/p/?o=fab8abbb78d9beab,QiaoKai Pilates And Yoga Rubber Resistance Band ,18.75,50,,
4.5,TOEON,2024-10-10,,1 HR 23 MINS,https://www.noon.com//uae-en/anti-slip-fitness-gliding-disc-50x70cm/N28558716A/p/?o=a1a836353e43835d,TOEON Anti-Slip Fitness Gliding Disc 50x70cm ,20.20,2, 21.75,
,Hihonor,2024-10-10,,1 HR 23 MINS,https://www.noon.com//uae-en/leg-stretcher-strap-backbend-training-belt-with-door-anchor-flexibility-trainer-stretching-equipment-assist-stretch-strap-for-fitness-gymnastics-dance-aerial-yoga-ballet/Z303ABA78CAF410F9E5D3Z/p/?o=d5e03e06684d6b7e,"Hihonor Leg Stretcher Strap, Backbend Training Belt with Door Anchor, Flexibility Trainer Stretching Equipment Assist Stretch Strap for Fitness Gymnastics Dance Aerial Yoga Ballet ",49,,,
3.8,NNEWVANTE,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1,"NNEWVANTE Nnewvante Silk Sleep Mask, 2 Pack 100% Real Natural Pure Silk Eye Mask with Adjustable Strap, Eye Mask for Sleeping, Eye Sleep Shade Cover, Blocks Light Reduces Puffy Eyes Gifts ",23.95,3, 35.95,
